Country,Customer_ID,Description,Invoice_Date,Item_Code,Invoice_ID,No_of_Rows,Unit_Price,Quantity,Sales_Amount
United Kingdom,17337,BALLOON PUMP WITH 10 BALLOONS,2/2/2011,22434,543040,1,1.95,2,3.9
United Kingdom,12853,EGG FRYING PAN MINT,28-07-2011,23337,561595,1,2.08,6,12.48
United Kingdom,14298,RED STRIPE CERAMIC DRAWER KNOB,21-07-2011,21668,560841,1,1.06,12,12.72
United Kingdom,17337,BLUE POLKADOT BEAKER,3/4/2011,21395,548714,1,0.39,1,0.39
United Kingdom,14810,ALARM CLOCK BAKELIKE IVORY,30-03-2011,22730,548330,1,3.75,1,3.75
United Kingdom,13599,SET OF 4 ROSE BOTANICAL CANDLES,6/1/2011,21620,540358,1,1.25,12,15.0
United Kingdom,17429,BULL DOG BOTTLE TOP WALL CLOCK,5/5/2011,23181,551891,1,8.25,2,16.5
United Kingdom,16871,SMALL GLASS HEART TRINKET POT,14-03-2011,21314,546440,1,2.1,8,16.8
United Kingdom,15640,SET 3 PAPER VINTAGE CHICK PAPER EGG,13-02-2011,22957,543814,1,2.95,10,29.5
Netherlands,14646,CHILDRENS APRON APPLES DESIGN,14-01-2011,22898,541206,1,1.65,100,165.0
United Kingdom,17094,CHILDRENS GARDEN GLOVES PINK,21-01-2011,22525,541792,1,1.25,10,12.5
United Kingdom,14944,HAND OVER THE CHOCOLATE   SIGN,16-02-2011,85152,544159,1,2.1,12,25.2
United Kingdom,16124,HANGING HEART JAR T-LIGHT HOLDER,26-01-2011,84978,542240,1,1.25,12,15.0
United Kingdom,13599,JUMBO BAG STRAWBERRY,1/3/2011,85099F,545322,1,1.95,10,19.5
United Kingdom,17966,PACK OF 12 CIRCUS PARADE TISSUES,11/7/2011,22615,559686,1,0.29,12,3.48
United Kingdom,17795,TUB 24 PINK FLOWER PEGS,20-03-2011,85214,547050,1,1.65,12,19.8
United Kingdom,14049,CARD SUKI BIRTHDAY,23-05-2011,22817,554151,1,0.42,12,5.04
United Kingdom,14988,CHILDS GARDEN FORK BLUE,12/5/2011,22522,552951,1,0.85,1,0.85
United Kingdom,15530,WORLD WAR 2 GLIDERS ASSTD DESIGNS,7/4/2011,84077,549235,1,0.29,48,13.92
United Kingdom,16931,WOODLAND CHARLOTTE BAG,17-07-2011,20719,560244,1,0.85,5,4.25
United Kingdom,16405,T-LIGHT GLASS FLUTED ANTIQUE,2/2/2011,22791,543041,1,1.25,1,1.25
EIRE,14156,CHILDRENS CUTLERY RETROSPOT RED,14-07-2011,84997B,560041,1,4.15,6,24.9
United Kingdom,15034,WOODEN UNION JACK BUNTING,21-04-2011,22499,550835,1,5.95,12,71.4
Spain,12510,STRAWBERRY SHOPPER BAG,18-01-2011,20717,541491,1,1.25,10,12.5
United Kingdom,17522,VICTORIAN GLASS HANGING T-LIGHT,5/5/2011,22178,552004,1,1.25,12,15.0
United Kingdom,15555,WOODEN PICTURE FRAME WHITE FINISH,4/7/2011,82482,558906,1,2.55,6,15.3
United Kingdom,15827,ROUND CAKE TIN VINTAGE GREEN,8/5/2011,22841,552299,1,7.95,2,15.9
United Kingdom,13391,SILVER CHRISTMAS TREE BAUBLE STAND,20-05-2011,84352,553952,1,14.95,4,59.8
United Kingdom,17865,TRAVEL CARD WALLET UNION JACK,24-02-2011,22997,544893,1,0.42,48,20.16
United Kingdom,17811,ENAMEL WATERING CAN CREAM,20-02-2011,22430,544450,1,4.95,1,4.95
Germany,13815,SET/20 RED RETROSPOT PAPER NAPKINS,25-01-2011,21080,542080,1,0.85,12,10.2
Germany,12710,LUNCH BOX WITH CUTLERY RETROSPOT,22-05-2011,22352,554106,1,2.55,6,15.3
United Kingdom,13184,HANGING HEART ZINC T-LIGHT HOLDER,11/7/2011,84970S,559641,1,0.85,12,10.2
United Kingdom,16180,SET OF 4 PANTRY JELLY MOULDS,13-05-2011,22993,553088,1,1.25,12,15.0
United Kingdom,12971,PAPER BUNTING RETROSPOT,17-04-2011,22090,550343,1,2.55,40,102.0
United Kingdom,12928,BLUE HARMONICA IN BOX,15-07-2011,21914,560107,1,1.25,12,15.0
United Kingdom,14224,HANGING METAL RABBIT DECORATION,23-01-2011,22288,541850,1,1.25,1,1.25
United Kingdom,17217,CURIOUS IMAGES GIFT WRAP SET,19-04-2011,85032C,550655,1,2.1,1,2.1
United Kingdom,14606,VICTORIAN GLASS HANGING T-LIGHT,17-02-2011,22178,544301,1,1.25,18,22.5
United Kingdom,14769,36 DOILIES DOLLY GIRL,20-03-2011,22949,547063,1,1.45,2,2.9
United Kingdom,17841,SMALL RED BABUSHKA NOTEBOOK,16-01-2011,22754,541253,1,0.85,1,0.85
United Kingdom,15311,CHILDS GARDEN TROWEL PINK,6/4/2011,22521,549104,1,0.85,3,2.55
United Kingdom,16556,TREASURE ISLAND BOOK BOX,8/4/2011,23177,549451,1,2.25,8,18.0
United Kingdom,15048,SMALL DOLLY MIX DESIGN ORANGE BOWL,3/5/2011,84596B,551616,1,0.42,8,3.36
United Kingdom,14298,SET OF 60 PANTRY DESIGN CAKE CASES,21-07-2011,23307,560841,1,0.42,24,10.08
United Kingdom,17625,BALLOONS  WRITING SET,27-03-2011,21328,547860,1,1.65,2,3.3
United Kingdom,16670,JUMBO BAG RED RETROSPOT,2/3/2011,85099B,545410,1,1.95,10,19.5
United Kingdom,17315,SET OF 6 SPICE TINS PANTRY DESIGN,12/5/2011,22722,553008,1,3.95,5,19.75
United Kingdom,17682,LUNCH BAG RED RETROSPOT,19-07-2011,20725,560503,1,1.65,10,16.5
United Kingdom,13174,HANGING METAL HEART LANTERN,27-01-2011,22464,542398,1,1.65,6,9.9
Australia,12388,IVORY KNITTED MUG COSY,14-07-2011,22310,560033,1,1.65,24,39.6
United Kingdom,14770,JAM MAKING SET WITH JARS,20-01-2011,22960,541682,1,4.25,6,25.5
United Kingdom,16126,TEA TIME PARTY BUNTING,16-02-2011,47566B,544111,1,4.95,12,59.4
United Kingdom,17865,BEWARE OF THE CAT METAL SIGN,22-03-2011,21165,547251,1,1.69,12,20.28
France,12620,36 PENCILS TUBE SKULLS,19-05-2011,20978,553838,1,1.25,16,20.0
United Kingdom,15601,"FANCY FONT BIRTHDAY CARD,",7/1/2011,21506,540471,1,0.42,12,5.04
Germany,12471,KNICKERBOCKERGLORY MAGNET ASSORTED,7/7/2011,23155,559298,1,0.83,24,19.92
United Kingdom,13069,NATURAL SLATE HEART CHALKBOARD,4/2/2011,22457,543264,1,2.95,1,2.95
United Kingdom,17811,SET OF 3 CAKE TINS PANTRY DESIGN,20-02-2011,22720,544450,1,4.95,3,14.85
United Kingdom,13089,NATURAL SLATE HEART CHALKBOARD,2/2/2011,22457,542932,1,2.95,12,35.4
United Kingdom,15704,JUMBO BAG PINK POLKADOT,22-07-2011,22386,560989,1,2.08,12,24.96
United Kingdom,14307,SKULLS GREETING CARD,28-07-2011,21504,561534,1,0.42,12,5.04
United Kingdom,17612,SAVOY ART DECO CLOCK,14-07-2011,22461,560053,1,3.95,6,23.7
United Kingdom,16027,HOMEMADE JAM SCENTED CANDLES,25-07-2011,22969,561170,1,1.45,12,17.4
United Kingdom,13089,TRIPLE PHOTO FRAME CORNICE,27-01-2011,22767,542275,1,9.95,4,39.8
United Kingdom,16203,ALARM CLOCK BAKELIKE ORANGE,26-04-2011,22729,551159,1,3.75,4,15.0
United Kingdom,17796,FELTCRAFT PRINCESS OLIVIA DOLL,30-01-2011,22751,542605,1,3.75,1,3.75
United Kingdom,13911,UNION STRIPE WITH FRINGE  HAMMOCK,8/5/2011,21922,552306,1,7.95,2,15.9
France,12674,PACK 3 BOXES BIRD PANNETONE,16-05-2011,22813,553208,1,1.95,12,23.4
Channel Islands,14930,SET 12 RETRO WHITE CHALK STICKS,10/3/2011,21916,546252,1,0.42,24,10.08
United Kingdom,13824,BLUE 3 PIECE POLKADOT CUTLERY SET,2/2/2011,84997C,543008,1,3.75,12,45.0
United Kingdom,15687,RETROSPOT TEA SET CERAMIC 11 PC,23-02-2011,22139,544800,1,4.95,3,14.85
United Kingdom,14304,CHILDS GARDEN BRUSH BLUE,1/5/2011,22518,551519,1,2.1,6,12.6
United Kingdom,15416,TRIPLE PHOTO FRAME CORNICE,7/7/2011,22767,559356,1,9.95,4,39.8
United Kingdom,13408,LIPSTICK PEN RED,23-03-2011,22419,547500,1,0.42,36,15.12
United Kingdom,13004,SET OF 4 FAIRY CAKE PLACEMATS,10/1/2011,84509G,540561,1,1.25,12,15.0
United Kingdom,18102,MEMO BOARD RETROSPOT  DESIGN,20-04-2011,22507,550711,1,3.86,112,432.32
United Kingdom,16955,PINK  POLKADOT PLATE,7/1/2011,21243,540481,1,1.69,16,27.04
United Kingdom,14415,SMALL RED RETROSPOT MUG IN BOX,8/2/2011,22070,543474,1,3.75,3,11.25
United Kingdom,15719,T-LIGHT GLASS FLUTED ANTIQUE,6/1/2011,22791,540278,1,1.25,3,3.75
United Kingdom,15671,PACK OF 6 BIRDY GIFT TAGS,11/4/2011,22585,549633,1,1.25,12,15.0
United Kingdom,13078,BLUE DINER WALL CLOCK,30-03-2011,22192,548255,1,8.5,2,17.0
United Kingdom,16672,SPACEBOY LUNCH BOX,28-04-2011,22629,551350,1,1.95,12,23.4
United Kingdom,14898,FRENCH GARDEN SIGN BLUE METAL,28-07-2011,22673,561626,1,1.25,4,5.0
United Kingdom,16156,BULL DOG BOTTLE OPENER,17-05-2011,23184,553553,1,4.95,4,19.8
United Kingdom,14606,SCANDINAVIAN 3 HEARTS NAPKIN RING,20-02-2011,85078,544466,1,0.65,3,1.95
United Kingdom,18223,TREASURE ISLAND BOOK BOX,31-03-2011,23177,548529,1,2.25,8,18.0
United Kingdom,15861,MORE BUTTER METAL SIGN,28-07-2011,21905,561600,1,0.79,2,1.58
United Kingdom,14733,SET OF 3 CAKE TINS PANTRY DESIGN,11/1/2011,22720,540834,1,4.25,24,102.0
United Kingdom,13488,ZINC HERB GARDEN CONTAINER,27-05-2011,23091,554866,1,6.25,3,18.75
United Kingdom,13767,ALARM CLOCK BAKELIKE RED,17-02-2011,22727,544314,1,3.75,8,30.0
United Kingdom,13069,BLUE POLKADOT PLATE,4/2/2011,21244,543264,1,1.69,5,8.45
United Kingdom,13662,PARTY BUNTING,11/5/2011,47566,552828,1,4.95,4,19.8
Belgium,12383,PLASTERS IN TIN CIRCUS PARADE,12/1/2011,22556,540971,1,1.65,12,19.8
United Kingdom,14270,JAM MAKING SET WITH JARS,12/1/2011,22960,540849,1,4.25,6,25.5
United Kingdom,13365,GREEN REGENCY TEACUP AND SAUCER,6/5/2011,22697,552149,1,2.95,4,11.8
United Kingdom,16712,LUNCH BOX WITH CUTLERY RETROSPOT,11/5/2011,22352,552852,1,2.55,2,5.1
United Kingdom,13081,PACK OF 60 DINOSAUR CAKE CASES,6/5/2011,21975,552039,1,0.55,24,13.2
Spain,12484,"GREETING CARD, STICKY GORDON",7/1/2011,84251B,540469,1,0.19,12,2.28
United Kingdom,15106,PICNIC BASKET WICKER LARGE,15-03-2011,22501,546638,1,9.95,2,19.9
United Kingdom,16241,LUNCH BAG PINK POLKADOT,24-07-2011,22384,561025,1,1.65,1,1.65
United Kingdom,17115,LUNCH BAG SPACEBOY DESIGN,20-04-2011,22382,550799,1,1.65,10,16.5
United Kingdom,14305,SET OF 3 HEART COOKIE CUTTERS,27-07-2011,84378,561502,1,1.25,12,15.0
United Kingdom,13593,BLUE STRIPE CERAMIC DRAWER KNOB,7/1/2011,21669,540489,1,1.25,12,15.0
United Kingdom,15529,WATERING CAN BLUE ELEPHANT,13-05-2011,22431,553074,1,1.95,2,3.9
United Kingdom,18118,HERB MARKER PARSLEY,4/5/2011,22918,551739,1,0.65,2,1.3
United Kingdom,17611,SET 10 LIGHTS NIGHT OWL,13-03-2011,22179,546429,1,6.75,1,6.75
United Kingdom,16729,FUSCHIA VOILE POINTY SHOE DEC,6/5/2011,47348A,552065,1,0.39,3,1.17
United Kingdom,17238,LARGE YELLOW BABUSHKA NOTEBOOK,26-07-2011,22756,561363,1,1.25,2,2.5
United Kingdom,18231,CARROT CHARLIE+LOLA COASTER SET,31-05-2011,84519B,555108,1,1.25,2,2.5
United Kingdom,14410,HAND WARMER BABUSHKA DESIGN,7/2/2011,22834,543284,1,2.1,12,25.2
United Kingdom,14859,JUMBO SHOPPER VINTAGE RED PAISLEY,19-05-2011,22411,553873,1,2.08,20,41.6
United Kingdom,13097,GAOLERS KEYS DECORATIVE GARDEN,25-03-2011,21745,547785,1,3.75,12,45.0
United Kingdom,16033,SMALL RED RETROSPOT MUG IN BOX,25-07-2011,22070,561192,1,3.75,1,3.75
United Kingdom,13742,PHOTO FRAME CORNICE,23-01-2011,22766,541855,1,2.95,2,5.9
United Kingdom,17646,RED RETROSPOT ROUND CAKE TINS,4/5/2011,21217,551835,1,9.95,1,9.95
United Kingdom,15513,SET OF 3 REGENCY CAKE TINS,26-07-2011,23245,561258,1,4.15,16,66.4
United Kingdom,14534,TREASURE ISLAND BOOK BOX,9/3/2011,23177,546079,1,2.25,1,2.25
United Kingdom,13113,CERAMIC CAKE DESIGN SPOTTED PLATE,26-01-2011,37447,542228,1,1.49,8,11.92
Netherlands,14646,PACK OF 20 SPACEBOY NAPKINS,21-02-2011,22613,544479,1,0.72,96,69.12
United Kingdom,17920,FELTCRAFT BUTTERFLY HEARTS,17-04-2011,22147,550305,1,1.45,12,17.4
United Kingdom,15719,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,7/7/2011,85071A,559289,1,0.39,3,1.17
United Kingdom,13488,PACK OF 6 LARGE FRUIT STRAWS,18-07-2011,23119,560361,1,0.62,12,7.44
United Kingdom,12935,LARGE RED BABUSHKA NOTEBOOK,13-07-2011,22757,559903,1,1.25,12,15.0
United Kingdom,12748,TROPICAL  HONEYCOMB PAPER GARLAND,25-03-2011,21201,547818,1,2.55,1,2.55
Germany,13814,CHILDRENS CUTLERY POLKADOT BLUE,25-07-2011,84997C,561194,1,4.15,4,16.6
United Kingdom,14688,STRAWBERRY   PICNIC BAG,25-05-2011,21937,554637,1,2.95,1,2.95
United Kingdom,14262,ALARM CLOCK BAKELIKE CHOCOLATE,5/7/2011,22725,559014,1,3.75,4,15.0
Spain,12484,"FEATHER PEN,LIGHT PINK",7/1/2011,51014L,540469,1,0.85,12,10.2
United Kingdom,17611,CARD DOLLY GIRL,11/4/2011,22712,549713,1,0.42,12,5.04
United Kingdom,16713,WHITE BROCANTE SOAP DISH,12/4/2011,22831,549829,1,2.95,6,17.7
United Kingdom,16305,PACK OF 12 SPACEBOY TISSUES,24-07-2011,22614,561042,1,0.29,24,6.96
United Kingdom,14769,SET OF 4 NAPKIN CHARMS HEARTS,20-03-2011,22639,547063,1,2.55,5,12.75
United Kingdom,13089,WOOD S/3 CABINET ANT WHITE FINISH,17-01-2011,82486,541410,1,7.95,6,47.7
United Kingdom,18065,EDWARDIAN PARASOL NATURAL,24-02-2011,15056N,544903,1,5.95,6,35.7
United Kingdom,16431,PINK  POLKADOT CUP,15-02-2011,21239,544068,1,0.85,2,1.7
EIRE,14911,LUNCH BAG RED RETROSPOT,27-07-2011,20725,561471,1,1.65,20,33.0
Germany,12501,12 RED ROSE PEG PLACE SETTINGS,7/1/2011,21446,540458,1,1.25,12,15.0
United Kingdom,15021,SPACEBOY CHILDRENS EGG CUP,23-03-2011,22975,547498,1,1.25,1,1.25
United Kingdom,14367,PACK OF 12 HEARTS DESIGN TISSUES,29-03-2011,21985,548178,1,0.29,24,6.96
United Kingdom,16701,WRAP DOLLY GIRL,11/7/2011,22708,559660,1,0.42,50,21.0
United Kingdom,15644,PACK OF 20 NAPKINS PANTRY DESIGN,23-03-2011,22907,547548,1,0.85,2,1.7
United Kingdom,13485,VINTAGE SNAP CARDS,20-04-2011,21790,550783,1,0.85,12,10.2
United Kingdom,13081,TEA COSY RED  STRIPE,6/1/2011,22309,540372,1,2.55,6,15.3
United Kingdom,15039,PINK  POLKADOT CUP,28-02-2011,21239,545085,1,0.85,6,5.1
Finland,12428,ROSE CARAVAN DOORSTOP,1/3/2011,21115,545226,1,6.75,4,27.0
United Kingdom,17920,BAKING SET SPACEBOY DESIGN,22-07-2011,22617,560937,1,4.95,1,4.95
United Kingdom,15456,WHITE TRAVEL ALARM CLOCK,1/3/2011,84659A,545310,1,2.55,1,2.55
United Kingdom,17961,BEADED PEARL HEART WHITE ON STICK,22-07-2011,85131A,561005,1,1.25,6,7.5
United Kingdom,14344,ROUND CAKE TIN VINTAGE GREEN,17-05-2011,22841,553412,1,7.95,2,15.9
United Kingdom,15746,RED GINGHAM TEDDY BEAR,28-07-2011,22483,561648,1,2.95,5,14.75
United Kingdom,13901,VINTAGE UNION JACK APRON,4/7/2011,21625,558862,1,6.95,3,20.85
United Kingdom,15867,VANILLA SCENT CANDLE JEWELLED BOX,27-05-2011,72802C,554964,1,4.25,4,17.0
France,12669,SET OF 36 TEATIME PAPER DOILIES,28-03-2011,84987,547892,1,1.45,12,17.4
United Kingdom,14961,JAM JAR WITH GREEN LID,8/7/2011,22963,559510,1,0.85,12,10.2
United Kingdom,17609,RED DRAWER KNOB ACRYLIC EDWARDIAN,16-01-2011,22774,541265,1,1.25,4,5.0
United Kingdom,17625,PACK OF 20 NAPKINS RED APPLES,27-03-2011,22908,547860,1,0.85,3,2.55
United Kingdom,16156,VINTAGE UNION JACK BUNTING,17-05-2011,21621,553553,1,8.5,6,51.0
United Kingdom,14810,VINTAGE RED ENAMEL TRIM PLATE,17-07-2011,23249,560232,1,1.65,1,1.65
United Kingdom,13198,PINK  HEART CONFETTI IN TUBE,25-01-2011,21199,542103,1,1.65,12,19.8
France,12553,LUNCH BAG RED RETROSPOT,14-01-2011,20725,541138,1,1.65,10,16.5
EIRE,14911,SCANDINAVIAN 3 HEARTS NAPKIN RING,28-03-2011,85078,547882,1,0.19,24,4.56
United Kingdom,17581,SMALL POPCORN HOLDER,4/3/2011,22197,545591,1,0.85,24,20.4
United Kingdom,17648,VINTAGE CREAM CAT FOOD CONTAINER,4/4/2011,22845,548733,1,6.35,2,12.7
Finland,12428,BLUE KNITTED EGG COSY,1/3/2011,84531B,545227,1,1.95,6,11.7
United Kingdom,17841,JINGLE BELL HEART DECORATION,25-07-2011,23103,561113,1,1.65,5,8.25
United Kingdom,13833,DOORMAT UNION FLAG,3/7/2011,48138,558767,1,7.95,2,15.9
United Kingdom,13426,SPACEBOY BIRTHDAY CARD,7/1/2011,22029,540453,1,0.42,12,5.04
United Kingdom,14088,WOODEN PICTURE FRAME WHITE FINISH,19-07-2011,82482,560580,1,2.1,54,113.4
United Kingdom,15529,BUBBLEGUM RING ASSORTED,20-07-2011,23310,560650,1,0.42,36,15.12
United Kingdom,12916,SET/3 RED GINGHAM ROSE STORAGE BOX,23-01-2011,21430,541838,1,3.75,1,3.75
Spain,12540,SMALL POPCORN HOLDER,31-05-2011,22197,555095,1,0.85,24,20.4
Lebanon,12764,CREAM SWEETHEART MINI CHEST,27-01-2011,85066,542276,1,12.75,8,102.0
United Kingdom,13118,OVERNIGHT BAG VINTAGE ROSE PAISLEY,31-03-2011,22278,548545,1,4.95,12,59.4
United Kingdom,15860,WELCOME  WOODEN BLOCK LETTERS,1/4/2011,22120,548610,1,9.95,1,9.95
United Kingdom,16767,POPPY'S PLAYHOUSE KITCHEN,24-03-2011,22748,547691,1,2.1,12,25.2
United Kingdom,16644,ROUND SNACK BOXES SET OF4 WOODLAND,11/5/2011,22326,552820,1,2.95,6,17.7
United Kingdom,14825,S/4 IVORY MINI ROSE CANDLE IN BOWL,15-02-2011,85039B,544077,1,1.65,4,6.6
United Kingdom,18229,BLUE DINER WALL CLOCK,15-07-2011,22192,560188,1,8.5,4,34.0
France,12727,WOOD BLACK BOARD ANT WHITE FINISH,23-01-2011,82484,541857,1,6.45,3,19.35
United Kingdom,17406,WHITE HANGING HEART T-LIGHT HOLDER,10/1/2011,85123A,540647,1,2.95,6,17.7
United Kingdom,15861,COLOURING PENCILS BROWN TUBE,28-07-2011,10133,561600,1,0.42,10,4.2
United Kingdom,13451,PACK OF 72 RETROSPOT CAKE CASES,12/5/2011,21212,553014,1,0.55,6,3.3
United Kingdom,16458,JUMBO STORAGE BAG SUKI,18-04-2011,21931,550462,1,2.08,10,20.8
United Kingdom,14006,STRAWBERRY CERAMIC TRINKET BOX,31-01-2011,21232,542728,1,1.06,72,76.32
United Kingdom,13055,PICTURE DOMINOES,10/5/2011,22549,552530,1,1.45,24,34.8
United Kingdom,16809,LUNCH BAG DOLLY GIRL DESIGN,22-03-2011,22662,547380,1,1.65,10,16.5
United Kingdom,13018, SET 2 TEA TOWELS I LOVE LONDON,24-02-2011,22900,544904,1,2.95,6,17.7
United Kingdom,12988,CHUNKY SILVER NECKLACE PASTEL FLOWE,20-02-2011,90147,544463,1,9.95,3,29.85
Germany,12585,PLASTERS IN TIN CIRCUS PARADE,19-04-2011,22556,550620,1,1.65,12,19.8
United Kingdom,17054,WATERING CAN PINK BUNNY,16-05-2011,22432,553346,1,1.95,6,11.7
United Kingdom,16745,JUMBO BAG RED RETROSPOT,19-07-2011,85099B,560539,1,2.08,10,20.8
United Kingdom,17841,FRENCH WC SIGN BLUE METAL,16-05-2011,22670,553390,1,1.25,3,3.75
United Kingdom,13450,FELTCRAFT CUSHION RABBIT,1/7/2011,22570,558729,1,3.75,8,30.0
United Kingdom,15670,WOODEN UNION JACK BUNTING,16-02-2011,22499,544107,1,5.95,3,17.85
United Kingdom,14056,VINTAGE CREAM CAT FOOD CONTAINER,31-03-2011,22845,548511,1,6.35,5,31.75
United Kingdom,15093,FRENCH BLUE METAL DOOR SIGN 1,17-05-2011,22676,553472,1,1.25,10,12.5
United Kingdom,14657,FELT EGG COSY WHITE RABBIT,17-01-2011,22261,541406,1,0.85,5,4.25
United Kingdom,17735,LUNCH BAG  BLACK SKULL.,26-04-2011,20727,550997,1,1.65,20,33.0
Norway,12352,METAL SIGN TAKE IT OR LEAVE IT,22-03-2011,22413,547390,1,2.95,6,17.7
United Kingdom,16244,ASSORTED COLOUR MINI CASES,12/5/2011,20749,552886,1,7.95,2,15.9
United Kingdom,16370,CANDY SPOT HAND BAG,28-04-2011,85088,551471,1,2.1,2,4.2
United Kingdom,14525,LOVEBIRD HANGING DECORATION WHITE,31-03-2011,22219,548544,1,0.85,10,8.5
United Kingdom,13268,WRAP CIRCUS PARADE,17-03-2011,22711,546850,1,0.42,25,10.5
United Kingdom,17364,PARTY BUNTING,25-07-2011,47566,561125,1,4.95,4,19.8
Netherlands,14646,RED RETROSPOT SHOPPER BAG,19-01-2011,20718,541570,1,1.06,100,106.0
United Kingdom,14154,SET OF 4 PANTRY JELLY MOULDS,14-04-2011,22993,550163,1,1.25,12,15.0
United Kingdom,16150,TOILET SIGN OCCUPIED OR VACANT,14-03-2011,23182,546534,1,0.83,24,19.92
United Kingdom,15695,PLASTERS IN TIN VINTAGE PAISLEY,18-03-2011,22557,546915,1,1.65,12,19.8
Germany,12645,JUMBO BAG WOODLAND ANIMALS,4/5/2011,20712,551820,1,2.08,20,41.6
United Kingdom,14692,VINTAGE PAISLEY STATIONERY SET,13-02-2011,21992,543807,1,2.95,3,8.85
United Kingdom,16407,DOORMAT HEARTS,31-01-2011,48194,542716,1,7.95,2,15.9
Switzerland,12461,ALARM CLOCK BAKELIKE GREEN,8/7/2011,22726,559372,1,3.75,4,15.0
United Kingdom,12921,ALARM CLOCK BAKELIKE IVORY,25-02-2011,22730,545022,1,3.75,4,15.0
United Kingdom,16779,PACK OF 60 PINK PAISLEY CAKE CASES,8/3/2011,21977,545913,1,0.55,24,13.2
United Kingdom,16729,CERAMIC BOWL WITH LOVE HEART DESIGN,12/4/2011,22062,549845,1,0.83,12,9.96
United Kingdom,17512,WHITE HANGING HEART T-LIGHT HOLDER,11/2/2011,85123A,543734,1,2.95,12,35.4
Germany,12477,DOORMAT WELCOME TO OUR HOME,14-04-2011,22692,550137,1,6.75,10,67.5
United Kingdom,15841,FRENCH BLUE METAL DOOR SIGN 3,5/1/2011,22678,540153,1,1.25,10,12.5
United Kingdom,13549,FINE WICKER HEART,22-05-2011,22855,554101,1,1.25,12,15.0
Denmark,12372,DOLLY GIRL LUNCH BOX,11/5/2011,22630,552731,1,1.95,24,46.8
United Kingdom,14085,RED COAT RACK PARIS FASHION,25-05-2011,22913,554682,1,4.95,1,4.95
United Kingdom,14841,MEMO BOARD COTTAGE DESIGN,10/3/2011,22505,546246,1,4.95,4,19.8
EIRE,14911,CARRIAGE,4/4/2011,C2,548858,1,50.0,1,50.0
EIRE,14911,BLACK KITCHEN SCALES,19-07-2011,22626,560451,1,8.5,2,17.0
United Kingdom,16829,MOROCCAN TEA GLASS,6/7/2011,79000,559092,1,0.85,12,10.2
United Kingdom,15589,CHILDREN'S APRON DOLLY GIRL,2/2/2011,22899,542931,1,2.1,6,12.6
United Kingdom,17220,IVORY ENCHANTED FOREST PLACEMAT,17-05-2011,85114B,553507,1,1.65,4,6.6
United Kingdom,14985,RED RETROSPOT CHARLOTTE BAG,25-05-2011,20724,554663,1,0.85,5,4.25
United Kingdom,13458,SPACEBOY BIRTHDAY CARD,9/5/2011,22029,552466,1,0.42,12,5.04
United Kingdom,13081,RED 3 PIECE RETROSPOT CUTLERY SET,6/1/2011,84997B,540372,1,3.75,6,22.5
United Kingdom,17243,IF YOU CAN'T STAND THE HEAT MUG,10/2/2011,21873,543592,1,1.25,6,7.5
United Kingdom,13767,ALARM CLOCK BAKELIKE GREEN,11/7/2011,22726,559639,1,3.75,8,30.0
United Kingdom,13316,GIRLS ALPHABET IRON ON PATCHES,31-07-2011,84568,561873,1,0.17,1440,244.8
United Kingdom,17133,JARDIN ETCHED GLASS SMALL BELL JAR,7/4/2011,85146,549272,1,1.95,9,17.55
United Kingdom,17550,EASTER TIN CHICKS PINK DAISY,10/4/2011,22860,549570,1,1.65,1,1.65
United Kingdom,13883,BOX OF 6 ASSORTED COLOUR TEASPOONS,31-03-2011,84969,548533,1,4.25,6,25.5
Netherlands,14646,CARD BIRTHDAY COWBOY,21-01-2011,22714,541711,1,0.36,72,25.92
United Kingdom,13081,LUNCH BAG ALPHABET DESIGN,19-07-2011,23207,560504,1,1.65,20,33.0
United Kingdom,16678,BOUDOIR SQUARE TISSUE BOX,2/3/2011,22098,545344,1,1.25,12,15.0
United Kingdom,17377,"DECOUPAGE,GREETING CARD,",10/2/2011,84247G,543590,1,0.42,12,5.04
United Kingdom,13362,ENGLISH ROSE NOTEBOOK A7 SIZE,8/4/2011,84536A,549300,1,0.42,16,6.72
Belgium,12395,POLKADOT PEN,23-03-2011,22740,547517,1,0.85,48,40.8
EIRE,14911,WOODLAND  HEIGHT CHART STICKERS,14-03-2011,21249,546520,1,2.95,6,17.7
United Kingdom,15756,PARTY METAL SIGN,4/4/2011,21172,548864,1,1.45,1,1.45
Unspecified,12743,SET OF 2 TINS VINTAGE BATHROOM,28-07-2011,22497,561661,1,4.25,1,4.25
United Kingdom,17422,CLASSIC FRENCH STYLE BASKET BROWN,3/5/2011,21793,551561,1,3.95,8,31.6
United Kingdom,13268,FRENCH KITCHEN SIGN BLUE METAL,17-03-2011,22675,546850,1,1.25,5,6.25
United Kingdom,14587,WOOD BLACK BOARD ANT WHITE FINISH,11/3/2011,82484,546392,1,7.9,2,15.8
United Kingdom,17863,"ELEPHANT, BIRTHDAY CARD,",17-07-2011,21507,560265,1,0.42,24,10.08
United Kingdom,12939,BLUE POLKADOT BOWL,14-02-2011,20675,543829,1,1.06,72,76.32
United Kingdom,13162,CREAM FELT EASTER EGG BASKET,9/1/2011,85206A,540501,1,1.45,54,78.3
United Kingdom,13932,BLUE DINER WALL CLOCK,18-02-2011,22192,544394,1,8.5,2,17.0
